UNITID,EFFYLEV,LSTUDY,XFYRAC01,FYRACE01,XFYRAC02,FYRACE02,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XFYRAC13,FYRACE13,XFYRAC14,FYRACE14,XFYRAC15,FYRACE15,XFYRAC16,FYRACE16,XFYRAC17,FYRACE17,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XFYRAC23,FYRACE23,XFYRAC24,FYRACE24
237701,2,  1,"R",3,"R",1,"R",56,"R",45,"R",5,"R",2,"R",3,"R",10,"R",6,"R",13,"R",592,"R",816,"R",23,"R",19,"R",688,"R",906,"R",4,"R",101,"R",7,"R",13,"R",19,"R",1408,"R",42,"R",1594
237729,1,999,"Z",0,"Z",0,"R",13,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",139,"R",185,"Z",0,"Z",0,"R",152,"R",204,"Z",0,"R",30,"Z",0,"Z",0,"R",2,"R",324,"Z",0,"R",356
237729,2,  1,"Z",0,"Z",0,"R",13,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",139,"R",185,"Z",0,"Z",0,"R",152,"R",204,"Z",0,"R",30,"Z",0,"Z",0,"R",2,"R",324,"Z",0,"R",356
237783,1,999,"R",517,"R",311,"R",17,"R",8,"Z",0,"R",2,"R",9,"R",7,"R",1,"R",2,"R",215,"R",246,"R",109,"R",122,"R",868,"R",698,"R",828,"R",25,"R",2,"R",16,"R",3,"R",461,"R",231,"R",1566
237783,2,  1,"R",383,"R",211,"R",14,"R",7,"Z",0,"R",2,"R",3,"R",2,"R",1,"R",2,"R",74,"R",80,"R",44,"R",49,"R",519,"R",353,"R",594,"R",21,"R",2,"R",5,"R",3,"R",154,"R",93,"R",872
237783,4,  3,"R",134,"R",100,"R",3,"R",1,"Z",0,"Z",0,"R",6,"R",5,"Z",0,"Z",0,"R",141,"R",166,"R",65,"R",73,"R",349,"R",345,"R",234,"R",4,"Z",0,"R",11,"Z",0,"R",307,"R",138,"R",694
237792,1,999,"R",22,"R",9,"R",115,"R",97,"R",12,"R",15,"R",24,"R",45,"R",34,"R",55,"R",1744,"R",2381,"R",13,"R",7,"R",1964,"R",2609,"R",31,"R",212,"R",27,"R",69,"R",89,"R",4125,"R",20,"R",4573
237792,2,  1,"R",20,"R",8,"R",113,"R",93,"R",12,"R",15,"R",24,"R",44,"R",33,"R",55,"R",1692,"R",2300,"R",13,"R",7,"R",1907,"R",2522,"R",28,"R",206,"R",27,"R",68,"R",88,"R",3992,"R",20,"R",4429
237792,4,  3,"R",2,"R",1,"R",2,"R",4,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",52,"R",81,"Z",0,"Z",0,"R",57,"R",87,"R",3,"R",6,"Z",0,"R",1,"R",1,"R",133,"Z",0,"R",144
237817,1,999,"Z",0,"Z",0,"R",14,"R",31,"R",3,"Z",0,"R",3,"R",5,"R",8,"R",6,"R",1042,"R",2365,"Z",0,"Z",0,"R",1070,"R",2407,"Z",0,"R",45,"R",3,"R",8,"R",14,"R",3407,"Z",0,"R",3477
237817,2,  1,"Z",0,"Z",0,"R",14,"R",31,"R",3,"Z",0,"R",3,"R",5,"R",8,"R",6,"R",1042,"R",2365,"Z",0,"Z",0,"R",1070,"R",2407,"Z",0,"R",45,"R",3,"R",8,"R",14,"R",3407,"Z",0,"R",3477
237844,1,999,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",84,"R",55,"Z",0,"Z",0,"R",84,"R",56,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",139,"Z",0,"R",140
237844,2,  1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",84,"R",55,"Z",0,"Z",0,"R",84,"R",56,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",139,"Z",0,"R",140
237880,1,999,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",28,"R",29,"R",3,"R",5,"R",227,"R",205,"Z",0,"Z",0,"R",262,"R",240,"Z",0,"R",5,"Z",0,"R",57,"R",8,"R",432,"Z",0,"R",502
237880,3,  2,"Z",0,"Z",0,"R",4,"R",1,"Z",0,"Z",0,"R",28,"R",29,"R",3,"R",5,"R",227,"R",205,"Z",0,"Z",0,"R",262,"R",240,"Z",0,"R",5,"Z",0,"R",57,"R",8,"R",432,"Z",0,"R",502
237899,1,999,"Z",0,"Z",0,"R",322,"R",335,"R",6,"R",9,"R",26,"R",28,"R",24,"R",23,"R",1421,"R",2105,"R",30,"R",36,"R",1829,"R",2536,"Z",0,"R",657,"R",15,"R",54,"R",47,"R",3526,"R",66,"R",4365
237899,2,  1,"Z",0,"Z",0,"R",319,"R",331,"R",6,"R",9,"R",23,"R",26,"R",24,"R",23,"R",1408,"R",2086,"R",28,"R",36,"R",1808,"R",2511,"Z",0,"R",650,"R",15,"R",49,"R",47,"R",3494,"R",64,"R",4319
237899,4,  3,"Z",0,"Z",0,"R",3,"R",4,"Z",0,"Z",0,"R",3,"R",2,"Z",0,"Z",0,"R",13,"R",19,"R",2,"Z",0,"R",21,"R",25,"Z",0,"R",7,"Z",0,"R",5,"Z",0,"R",32,"R",2,"R",46
237905,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",37,"Z",0,"Z",0,"R",11,"R",37,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"Z",0,"R",48
237905,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11,"R",37,"Z",0,"Z",0,"R",11,"R",37,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",48,"Z",0,"R",48
237932,1,999,"R",6,"R",9,"R",63,"R",34,"R",3,"R",5,"R",8,"R",8,"R",20,"R",20,"R",992,"R",1419,"R",9,"R",10,"R",1101,"R",1505,"R",15,"R",97,"R",8,"R",16,"R",40,"R",2411,"R",19,"R",2606
237932,2,  1,"R",3,"R",5,"R",55,"R",20,"R",2,"R",3,"R",5,"R",5,"R",12,"R",8,"R",991,"R",1403,"R",9,"R",9,"R",1077,"R",1453,"R",8,"R",75,"R",5,"R",10,"R",20,"R",2394,"R",18,"R",2530
237932,4,  3,"R",3,"R",4,"R",8,"R",14,"R",1,"R",2,"R",3,"R",3,"R",8,"R",12,"R",1,"R",16,"Z",0,"R",1,"R",24,"R",52,"R",7,"R",22,"R",3,"R",6,"R",20,"R",17,"R",1,"R",76
237950,1,999,"R",46,"R",20,"R",106,"R",46,"R",2,"R",5,"R",12,"R",8,"R",7,"R",5,"R",944,"R",731,"Z",0,"Z",0,"R",1117,"R",815,"R",66,"R",152,"R",7,"R",20,"R",12,"R",1675,"Z",0,"R",1932
237950,2,  1,"R",31,"R",18,"R",105,"R",46,"R",2,"R",5,"R",12,"R",8,"R",7,"R",5,"R",944,"R",731,"Z",0,"Z",0,"R",1101,"R",813,"R",49,"R",151,"R",7,"R",20,"R",12,"R",1675,"Z",0,"R",1914
237950,4,  3,"R",15,"R",2,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",16,"R",2,"R",17,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18
237969,1,999,"R",34,"R",18,"R",47,"R",23,"R",2,"R",1,"R",9,"R",7,"R",13,"R",5,"R",532,"R",677,"R",97,"R",96,"R",734,"R",827,"R",52,"R",70,"R",3,"R",16,"R",18,"R",1209,"R",193,"R",1561
237969,2,  1,"R",32,"R",17,"R",46,"R",23,"R",2,"R",1,"R",8,"R",7,"R",13,"R",5,"R",503,"R",647,"R",88,"R",84,"R",692,"R",784,"R",49,"R",69,"R",3,"R",15,"R",18,"R",1150,"R",172,"R",1476
237969,4,  3,"R",2,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",29,"R",30,"R",9,"R",12,"R",42,"R",43,"R",3,"R",1,"Z",0,"R",1,"Z",0,"R",59,"R",21,"R",85
237978,1,999,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",42,"Z",0,"Z",0,"R",39,"R",43,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",80,"Z",0,"R",82
237978,2,  1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",38,"R",42,"Z",0,"Z",0,"R",39,"R",43,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",80,"Z",0,"R",82
237987,1,999,"Z",0,"Z",0,"R",11,"R",37,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",40,"R",153,"R",2,"R",2,"R",53,"R",194,"Z",0,"R",48,"Z",0,"Z",0,"R",2,"R",193,"R",4,"R",247
237987,2,  1,"Z",0,"Z",0,"R",11,"R",37,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",40,"R",153,"R",2,"R",2,"R",53,"R",194,"Z",0,"R",48,"Z",0,"Z",0,"R",2,"R",193,"R",4,"R",247
237996,1,999,"Z",0,"Z",0,"R",11,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",75,"R",161,"Z",0,"Z",0,"R",86,"R",170,"Z",0,"R",20,"Z",0,"Z",0,"Z",0,"R",236,"Z",0,"R",256
237996,2,  1,"Z",0,"Z",0,"R",11,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",75,"R",161,"Z",0,"Z",0,"R",86,"R",170,"Z",0,"R",20,"Z",0,"Z",0,"Z",0,"R",236,"Z",0,"R",256
238005,1,999,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",12,"R",6,"R",89,"Z",0,"Z",0,"R",6,"R",117,"Z",0,"R",6,"Z",0,"R",10,"R",12,"R",95,"Z",0,"R",123
238005,2,  1,"Z",0,"Z",0,"Z",0,"R",6,"Z",0,"Z",0,"Z",0,"R",10,"Z",0,"R",12,"R",6,"R",89,"Z",0,"Z",0,"R",6,"R",117,"Z",0,"R",6,"Z",0,"R",10,"R",12,"R",95,"Z",0,"R",123
238014,1,999,"R",9,"R",10,"R",54,"R",85,"R",5,"R",3,"R",8,"R",11,"R",6,"R",11,"R",1383,"R",2659,"Z",0,"Z",0,"R",1465,"R",2779,"R",19,"R",139,"R",8,"R",19,"R",17,"R",4042,"Z",0,"R",4244
238014,2,  1,"R",9,"R",10,"R",54,"R",85,"R",5,"R",3,"R",8,"R",11,"R",6,"R",11,"R",1383,"R",2659,"Z",0,"Z",0,"R",1465,"R",2779,"R",19,"R",139,"R",8,"R",19,"R",17,"R",4042,"Z",0,"R",4244
238032,1,999,"R",896,"R",518,"R",552,"R",498,"R",52,"R",56,"R",274,"R",275,"R",226,"R",209,"R",12839,"R",14122,"R",183,"R",146,"R",15022,"R",15824,"R",1414,"R",1050,"R",108,"R",549,"R",435,"R",26961,"R",329,"R",30846
238032,2,  1,"R",199,"R",141,"R",451,"R",343,"R",42,"R",40,"R",206,"R",191,"R",178,"R",143,"R",9992,"R",8798,"R",135,"R",91,"R",11203,"R",9747,"R",340,"R",794,"R",82,"R",397,"R",321,"R",18790,"R",226,"R",20950
238032,3,  2,"R",8,"R",7,"R",9,"R",21,"R",3,"R",1,"R",27,"R",32,"R",7,"R",6,"R",633,"R",622,"R",10,"R",12,"R",697,"R",701,"R",15,"R",30,"R",4,"R",59,"R",13,"R",1255,"R",22,"R",1398
238032,4,  3,"R",689,"R",370,"R",92,"R",134,"R",7,"R",15,"R",41,"R",52,"R",41,"R",60,"R",2214,"R",4702,"R",38,"R",43,"R",3122,"R",5376,"R",1059,"R",226,"R",22,"R",93,"R",101,"R",6916,"R",81,"R",8498
238078,1,999,"R",26,"R",17,"R",26,"R",15,"R",1,"R",2,"R",7,"R",12,"R",5,"R",15,"R",488,"R",855,"R",79,"R",130,"R",632,"R",1046,"R",43,"R",41,"R",3,"R",19,"R",20,"R",1343,"R",209,"R",1678
238078,2,  1,"R",21,"R",16,"R",23,"R",13,"R",1,"R",2,"R",6,"R",11,"R",4,"R",14,"R",433,"R",682,"R",56,"R",78,"R",544,"R",816,"R",37,"R",36,"R",3,"R",17,"R",18,"R",1115,"R",134,"R",1360
238078,4,  3,"R",5,"R",1,"R",3,"R",2,"Z",0,"Z",0,"R",1,"R",1,"R",1,"R",1,"R",55,"R",173,"R",23,"R",52,"R",88,"R",230,"R",6,"R",5,"Z",0,"R",2,"R",2,"R",228,"R",75,"R",318
238096,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",31,"Z",0,"Z",0,"R",2,"R",31,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"Z",0,"R",33
238096,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",31,"Z",0,"Z",0,"R",2,"R",31,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",33,"Z",0,"R",33
238166,1,999,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",6,"Z",0,"R",8,"R",3,"R",161,"Z",0,"Z",0,"R",4,"R",178,"Z",0,"R",2,"R",2,"R",6,"R",8,"R",164,"Z",0,"R",182
238166,2,  1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",2,"Z",0,"R",6,"Z",0,"R",8,"R",3,"R",161,"Z",0,"Z",0,"R",4,"R",178,"Z",0,"R",2,"R",2,"R",6,"R",8,"R",164,"Z",0,"R",182
238175,1,999,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"R",1,"Z",0,"R",1,"R",170,"Z",0,"Z",0,"R",3,"R",174,"Z",0,"R",1,"R",1,"R",3,"R",1,"R",171,"Z",0,"R",177
238175,2,  1,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"Z",0,"R",3,"R",1,"Z",0,"R",1,"R",170,"Z",0,"Z",0,"R",3,"R",174,"Z",0,"R",1,"R",1,"R",3,"R",1,"R",171,"Z",0,"R",177
238193,1,999,"Z",0,"R",19,"R",15,"R",540,"Z",0,"R",38,"R",1,"R",110,"R",2,"R",271,"R",34,"R",1711,"R",1,"Z",0,"R",53,"R",2689,"R",19,"R",555,"R",38,"R",111,"R",273,"R",1745,"R",1,"R",2742
238193,2,  1,"Z",0,"R",17,"R",3,"R",506,"Z",0,"R",35,"R",1,"R",108,"R",2,"R",263,"R",9,"R",1539,"Z",0,"Z",0,"R",15,"R",2468,"R",17,"R",509,"R",35,"R",109,"R",265,"R",1548,"Z",0,"R",2483
238193,4,  3,"Z",0,"R",2,"R",12,"R",34,"Z",0,"R",3,"Z",0,"R",2,"Z",0,"R",8,"R",25,"R",172,"R",1,"Z",0,"R",38,"R",221,"R",2,"R",46,"R",3,"R",2,"R",8,"R",197,"R",1,"R",259
238263,1,999,"Z",0,"Z",0,"R",458,"R",465,"R",73,"R",69,"R",260,"R",354,"R",318,"R",317,"R",6314,"R",8650,"R",1077,"R",913,"R",8500,"R",10768,"Z",0,"R",923,"R",142,"R",614,"R",635,"R",14964,"R",1990,"R",19268
238263,2,  1,"Z",0,"Z",0,"R",458,"R",465,"R",73,"R",69,"R",260,"R",354,"R",318,"R",317,"R",6314,"R",8650,"R",1077,"R",913,"R",8500,"R",10768,"Z",0,"R",923,"R",142,"R",614,"R",635,"R",14964,"R",1990,"R",19268
238315,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",10,"Z",0,"Z",0,"R",3,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",13
238315,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",10,"Z",0,"Z",0,"R",3,"R",10,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",13,"Z",0,"R",13
238324,1,999,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"R",8,"Z",0,"R",2,"R",21,"R",271,"Z",0,"Z",0,"R",21,"R",286,"R",1,"R",2,"R",2,"R",8,"R",2,"R",292,"Z",0,"R",307
238324,2,  1,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",8,"Z",0,"R",2,"R",19,"R",227,"Z",0,"Z",0,"R",19,"R",241,"R",1,"R",2,"R",1,"R",8,"R",2,"R",246,"Z",0,"R",260
238324,4,  3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",44,"Z",0,"Z",0,"R",2,"R",45,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",46,"Z",0,"R",47
238333,1,999,"R",53,"R",53,"R",12,"R",24,"R",1,"R",8,"R",21,"R",27,"R",11,"R",16,"R",486,"R",710,"R",9,"R",14,"R",593,"R",852,"R",106,"R",36,"R",9,"R",48,"R",27,"R",1196,"R",23,"R",1445
238333,2,  1,"R",53,"R",53,"R",12,"R",24,"R",1,"R",8,"R",21,"R",27,"R",11,"R",16,"R",486,"R",710,"R",9,"R",14,"R",593,"R",852,"R",106,"R",36,"R",9,"R",48,"R",27,"R",1196,"R",23,"R",1445
238397,1,999,"Z",0,"Z",0,"R",54,"R",154,"R",3,"R",15,"R",18,"R",17,"R",49,"R",55,"R",971,"R",1614,"R",5,"R",8,"R",1100,"R",1863,"Z",0,"R",208,"R",18,"R",35,"R",104,"R",2585,"R",13,"R",2963
238397,2,  1,"Z",0,"Z",0,"R",54,"R",154,"R",3,"R",15,"R",18,"R",17,"R",49,"R",55,"R",971,"R",1614,"R",5,"R",8,"R",1100,"R",1863,"Z",0,"R",208,"R",18,"R",35,"R",104,"R",2585,"R",13,"R",2963
238421,1,999,"Z",0,"Z",0,"R",1,"R",12,"Z",0,"R",3,"Z",0,"R",3,"R",1,"R",3,"R",25,"R",132,"Z",0,"Z",0,"R",27,"R",153,"Z",0,"R",13,"R",3,"R",3,"R",4,"R",157,"Z",0,"R",180
238421,2,  1,"Z",0,"Z",0,"R",1,"R",12,"Z",0,"R",3,"Z",0,"R",3,"R",1,"R",3,"R",25,"R",132,"Z",0,"Z",0,"R",27,"R",153,"Z",0,"R",13,"R",3,"R",3,"R",4,"R",157,"Z",0,"R",180
238430,1,999,"R",54,"R",48,"R",285,"R",1162,"R",14,"R",43,"R",31,"R",98,"R",86,"R",184,"R",2514,"R",6603,"R",218,"R",531,"R",3202,"R",8669,"R",102,"R",1447,"R",57,"R",129,"R",270,"R",9117,"R",749,"R",11871
238430,2,  1,"R",41,"R",37,"R",159,"R",781,"R",10,"R",24,"R",15,"R",48,"R",53,"R",103,"R",1032,"R",1973,"R",83,"R",128,"R",1393,"R",3094,"R",78,"R",940,"R",34,"R",63,"R",156,"R",3005,"R",211,"R",4487
238430,4,  3,"R",13,"R",11,"R",126,"R",381,"R",4,"R",19,"R",16,"R",50,"R",33,"R",81,"R",1482,"R",4630,"R",135,"R",403,"R",1809,"R",5575,"R",24,"R",507,"R",23,"R",66,"R",114,"R",6112,"R",538,"R",7384
238458,1,999,"R",29,"R",31,"R",28,"R",48,"R",5,"R",9,"R",18,"R",31,"R",27,"R",62,"R",1102,"R",2068,"R",66,"R",108,"R",1275,"R",2357,"R",60,"R",76,"R",14,"R",49,"R",89,"R",3170,"R",174,"R",3632
238458,2,  1,"R",25,"R",30,"R",23,"R",40,"R",5,"R",8,"R",17,"R",29,"R",27,"R",60,"R",997,"R",1840,"R",51,"R",70,"R",1145,"R",2077,"R",55,"R",63,"R",13,"R",46,"R",87,"R",2837,"R",121,"R",3222
238458,4,  3,"R",4,"R",1,"R",5,"R",8,"Z",0,"R",1,"R",1,"R",2,"Z",0,"R",2,"R",105,"R",228,"R",15,"R",38,"R",130,"R",280,"R",5,"R",13,"R",1,"R",3,"R",2,"R",333,"R",53,"R",410
238476,1,999,"R",1,"Z",0,"R",70,"R",78,"R",1,"R",11,"R",15,"R",35,"R",60,"R",85,"R",959,"R",1611,"R",220,"R",516,"R",1326,"R",2336,"R",1,"R",148,"R",12,"R",50,"R",145,"R",2570,"R",736,"R",3662
238476,2,  1,"Z",0,"Z",0,"R",69,"R",75,"R",1,"R",10,"R",13,"R",29,"R",58,"R",80,"R",917,"R",1493,"R",212,"R",465,"R",1270,"R",2152,"Z",0,"R",144,"R",11,"R",42,"R",138,"R",2410,"R",677,"R",3422
238476,4,  3,"R",1,"Z",0,"R",1,"R",3,"Z",0,"R",1,"R",2,"R",6,"R",2,"R",5,"R",42,"R",118,"R",8,"R",51,"R",56,"R",184,"R",1,"R",4,"R",1,"R",8,"R",7,"R",160,"R",59,"R",240
238616,1,999,"R",64,"R",30,"R",137,"R",378,"R",11,"R",25,"R",111,"R",95,"R",34,"R",46,"R",945,"R",1676,"R",784,"R",1293,"R",2086,"R",3543,"R",94,"R",515,"R",36,"R",206,"R",80,"R",2621,"R",2077,"R",5629
238616,2,  1,"R",32,"R",17,"R",123,"R",339,"R",9,"R",23,"R",33,"R",49,"R",29,"R",41,"R",833,"R",1334,"R",502,"R",681,"R",1561,"R",2484,"R",49,"R",462,"R",32,"R",82,"R",70,"R",2167,"R",1183,"R",4045
238616,4,  3,"R",32,"R",13,"R",14,"R",39,"R",2,"R",2,"R",78,"R",46,"R",5,"R",5,"R",112,"R",342,"R",282,"R",612,"R",525,"R",1059,"R",45,"R",53,"R",4,"R",124,"R",10,"R",454,"R",894,"R",1584
238661,1,999,"R",20,"R",36,"R",23,"R",42,"R",4,"R",6,"R",15,"R",40,"R",20,"R",43,"R",644,"R",1597,"R",159,"R",376,"R",885,"R",2140,"R",56,"R",65,"R",10,"R",55,"R",63,"R",2241,"R",535,"R",3025
238661,2,  1,"R",13,"R",28,"R",17,"R",36,"R",4,"R",5,"R",13,"R",37,"R",15,"R",34,"R",474,"R",1270,"R",104,"R",251,"R",640,"R",1661,"R",41,"R",53,"R",9,"R",50,"R",49,"R",1744,"R",355,"R",2301
238661,4,  3,"R",7,"R",8,"R",6,"R",6,"Z",0,"R",1,"R",2,"R",3,"R",5,"R",9,"R",170,"R",327,"R",55,"R",125,"R",245,"R",479,"R",15,"R",12,"R",1,"R",5,"R",14,"R",497,"R",180,"R",724
238722,1,999,"R",20,"R",26,"R",160,"R",52,"R",68,"R",73,"R",128,"R",149,"R",159,"R",144,"R",6085,"R",6175,"R",349,"R",275,"R",6969,"R",6894,"R",46,"R",212,"R",141,"R",277,"R",303,"R",12260,"R",624,"R",13863
238722,2,  1,"R",20,"R",26,"R",160,"R",52,"R",68,"R",73,"R",128,"R",149,"R",159,"R",144,"R",6085,"R",6175,"R",349,"R",275,"R",6969,"R",6894,"R",46,"R",212,"R",141,"R",277,"R",303,"R",12260,"R",624,"R",13863
238759,1,999,"Z",0,"Z",0,"R",428,"R",883,"R",28,"R",39,"R",62,"R",89,"R",333,"R",553,"R",3344,"R",5223,"R",167,"R",106,"R",4362,"R",6893,"Z",0,"R",1311,"R",67,"R",151,"R",886,"R",8567,"R",273,"R",11255
238759,2,  1,"Z",0,"Z",0,"R",428,"R",883,"R",28,"R",39,"R",62,"R",89,"R",333,"R",553,"R",3344,"R",5223,"R",167,"R",106,"R",4362,"R",6893,"Z",0,"R",1311,"R",67,"R",151,"R",886,"R",8567,"R",273,"R",11255
238786,1,999,"Z",0,"Z",0,"R",2,"R",3,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",104,"Z",0,"Z",0,"R",3,"R",110,"Z",0,"R",5,"R",2,"R",1,"Z",0,"R",105,"Z",0,"R",113
238786,2,  1,"Z",0,"Z",0,"R",2,"R",3,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",104,"Z",0,"Z",0,"R",3,"R",110,"Z",0,"R",5,"R",2,"R",1,"Z",0,"R",105,"Z",0,"R",113
238810,1,999,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",84,"Z",0,"R",2,"R",1,"R",89,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",85,"R",2,"R",90
238810,2,  1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",1,"R",84,"Z",0,"R",2,"R",1,"R",89,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"R",85,"R",2,"R",90
238892,1,999,"Z",0,"Z",0,"R",237,"R",112,"R",7,"R",8,"R",32,"R",7,"R",70,"R",35,"R",559,"R",151,"R",3,"R",2,"R",908,"R",315,"Z",0,"R",349,"R",15,"R",39,"R",105,"R",710,"R",5,"R",1223
238892,2,  1,"Z",0,"Z",0,"R",237,"R",112,"R",7,"R",8,"R",32,"R",7,"R",70,"R",35,"R",559,"R",151,"R",3,"R",2,"R",908,"R",315,"Z",0,"R",349,"R",15,"R",39,"R",105,"R",710,"R",5,"R",1223
238935,1,999,"R",4,"R",3,"R",65,"R",118,"R",1,"R",2,"R",10,"R",3,"R",12,"R",11,"R",175,"R",149,"R",1,"R",3,"R",268,"R",289,"R",7,"R",183,"R",3,"R",13,"R",23,"R",324,"R",4,"R",557
238935,2,  1,"Z",0,"Z",0,"R",38,"R",59,"Z",0,"R",1,"R",1,"R",1,"R",7,"R",8,"R",29,"R",27,"Z",0,"R",1,"R",75,"R",97,"Z",0,"R",97,"R",1,"R",2,"R",15,"R",56,"R",1,"R",172
238935,4,  3,"R",4,"R",3,"R",27,"R",59,"R",1,"R",1,"R",9,"R",2,"R",5,"R",3,"R",146,"R",122,"R",1,"R",2,"R",193,"R",192,"R",7,"R",86,"R",2,"R",11,"R",8,"R",268,"R",3,"R",385
238971,1,999,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"R",3,"Z",0,"R",1,"R",3,"R",67,"Z",0,"Z",0,"R",3,"R",75,"Z",0,"R",2,"R",2,"R",3,"R",1,"R",70,"Z",0,"R",78
238971,2,  1,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"R",3,"Z",0,"R",1,"R",3,"R",67,"Z",0,"Z",0,"R",3,"R",75,"Z",0,"R",2,"R",2,"R",3,"R",1,"R",70,"Z",0,"R",78
238980,1,999,"R",101,"R",92,"R",87,"R",189,"R",7,"R",30,"R",39,"R",74,"R",30,"R",61,"R",1408,"R",2464,"R",270,"R",564,"R",1942,"R",3474,"R",193,"R",276,"R",37,"R",113,"R",91,"R",3872,"R",834,"R",5416
238980,2,  1,"R",88,"R",87,"R",76,"R",164,"R",7,"R",25,"R",34,"R",62,"R",29,"R",55,"R",1237,"R",1987,"R",166,"R",288,"R",1637,"R",2668,"R",175,"R",240,"R",32,"R",96,"R",84,"R",3224,"R",454,"R",4305
