UNITID,EFFYLEV,LSTUDY,XFYRAC01,FYRACE01,XFYRAC02,FYRACE02,XFYRAC03,FYRACE03,XFYRAC04,FYRACE04,XFYRAC05,FYRACE05,XFYRAC06,FYRACE06,XFYRAC07,FYRACE07,XFYRAC08,FYRACE08,XFYRAC09,FYRACE09,XFYRAC10,FYRACE10,XFYRAC11,FYRACE11,XFYRAC12,FYRACE12,XFYRAC13,FYRACE13,XFYRAC14,FYRACE14,XFYRAC15,FYRACE15,XFYRAC16,FYRACE16,XFYRAC17,FYRACE17,XFYRAC18,FYRACE18,XFYRAC19,FYRACE19,XFYRAC20,FYRACE20,XFYRAC21,FYRACE21,XFYRAC22,FYRACE22,XFYRAC23,FYRACE23,XFYRAC24,FYRACE24
141574,1,999,"R",892,"R",1312,"R",153,"R",131,"R",46,"R",51,"R",5965,"R",8363,"R",219,"R",332,"R",3290,"R",3962,"R",337,"R",470,"R",10902,"R",14621,"R",2204,"R",284,"R",97,"R",14328,"R",551,"R",7252,"R",807,"R",25523
141574,2,  1,"R",353,"R",619,"R",115,"R",90,"R",35,"R",37,"R",4766,"R",5981,"R",163,"R",237,"R",2046,"R",2491,"R",231,"R",325,"R",7709,"R",9780,"R",972,"R",205,"R",72,"R",10747,"R",400,"R",4537,"R",556,"R",17489
141574,3,  2,"R",18,"R",17,"R",4,"R",2,"R",1,"Z",0,"R",173,"R",240,"R",5,"R",3,"R",97,"R",77,"R",34,"R",33,"R",332,"R",372,"R",35,"R",6,"R",1,"R",413,"R",8,"R",174,"R",67,"R",704
141574,4,  3,"R",521,"R",676,"R",34,"R",39,"R",10,"R",14,"R",1026,"R",2142,"R",51,"R",92,"R",1147,"R",1394,"R",72,"R",112,"R",2861,"R",4469,"R",1197,"R",73,"R",24,"R",3168,"R",143,"R",2541,"R",184,"R",7330
141583,1,999,"Z",0,"Z",0,"R",4,"R",19,"Z",0,"R",1,"R",75,"R",353,"R",4,"R",12,"R",12,"R",30,"R",10,"R",10,"R",105,"R",425,"Z",0,"R",23,"R",1,"R",428,"R",16,"R",42,"R",20,"R",530
141583,2,  1,"Z",0,"Z",0,"R",4,"R",19,"Z",0,"R",1,"R",75,"R",353,"R",4,"R",12,"R",12,"R",30,"R",10,"R",10,"R",105,"R",425,"Z",0,"R",23,"R",1,"R",428,"R",16,"R",42,"R",20,"R",530
141608,1,999,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",4,"R",13,"R",58,"R",1,"R",5,"R",4,"R",4,"Z",0,"Z",0,"R",19,"R",72,"Z",0,"R",2,"R",4,"R",71,"R",6,"R",8,"Z",0,"R",91
141608,2,  1,"Z",0,"Z",0,"R",1,"R",1,"Z",0,"R",4,"R",13,"R",58,"R",1,"R",5,"R",4,"R",4,"Z",0,"Z",0,"R",19,"R",72,"Z",0,"R",2,"R",4,"R",71,"R",6,"R",8,"Z",0,"R",91
141644,1,999,"R",794,"R",963,"R",441,"R",450,"R",51,"R",73,"R",1002,"R",2168,"R",421,"R",380,"R",2123,"R",1936,"R",125,"R",78,"R",4957,"R",6048,"R",1757,"R",891,"R",124,"R",3170,"R",801,"R",4059,"R",203,"R",11005
141644,2,  1,"R",543,"R",696,"R",408,"R",425,"R",45,"R",63,"R",854,"R",1959,"R",392,"R",361,"R",1872,"R",1711,"R",116,"R",68,"R",4230,"R",5283,"R",1239,"R",833,"R",108,"R",2813,"R",753,"R",3583,"R",184,"R",9513
141644,4,  3,"R",251,"R",267,"R",33,"R",25,"R",6,"R",10,"R",148,"R",209,"R",29,"R",19,"R",251,"R",225,"R",9,"R",10,"R",727,"R",765,"R",518,"R",58,"R",16,"R",357,"R",48,"R",476,"R",19,"R",1492
141671,1,999,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",49,"Z",0,"R",5,"Z",0,"R",8,"Z",0,"Z",0,"R",1,"R",66,"R",2,"R",1,"R",1,"R",50,"R",5,"R",8,"Z",0,"R",67
141671,2,  1,"Z",0,"R",2,"Z",0,"R",1,"Z",0,"R",1,"R",1,"R",49,"Z",0,"R",5,"Z",0,"R",8,"Z",0,"Z",0,"R",1,"R",66,"R",2,"R",1,"R",1,"R",50,"R",5,"R",8,"Z",0,"R",67
141680,1,999,"R",14,"R",47,"R",46,"R",68,"R",13,"R",12,"R",2433,"R",2306,"R",60,"R",66,"R",415,"R",403,"R",98,"R",93,"R",3079,"R",2995,"R",61,"R",114,"R",25,"R",4739,"R",126,"R",818,"R",191,"R",6074
141680,2,  1,"R",14,"R",47,"R",46,"R",68,"R",13,"R",12,"R",2433,"R",2306,"R",60,"R",66,"R",415,"R",403,"R",98,"R",93,"R",3079,"R",2995,"R",61,"R",114,"R",25,"R",4739,"R",126,"R",818,"R",191,"R",6074
141796,1,999,"R",231,"R",500,"R",59,"R",54,"R",14,"R",15,"R",3193,"R",4605,"R",88,"R",90,"R",731,"R",950,"R",85,"R",112,"R",4401,"R",6326,"R",731,"R",113,"R",29,"R",7798,"R",178,"R",1681,"R",197,"R",10727
141796,2,  1,"R",231,"R",500,"R",59,"R",54,"R",14,"R",15,"R",3193,"R",4605,"R",88,"R",90,"R",731,"R",950,"R",85,"R",112,"R",4401,"R",6326,"R",731,"R",113,"R",29,"R",7798,"R",178,"R",1681,"R",197,"R",10727
141802,1,999,"R",8,"R",10,"R",7,"R",1,"R",5,"R",7,"R",370,"R",564,"R",13,"R",16,"R",122,"R",265,"R",5,"R",5,"R",530,"R",868,"R",18,"R",8,"R",12,"R",934,"R",29,"R",387,"R",10,"R",1398
141802,2,  1,"R",8,"R",10,"R",7,"R",1,"R",5,"R",7,"R",370,"R",564,"R",13,"R",16,"R",122,"R",265,"R",5,"R",5,"R",530,"R",868,"R",18,"R",8,"R",12,"R",934,"R",29,"R",387,"R",10,"R",1398
141811,1,999,"R",29,"R",48,"R",75,"R",65,"R",22,"R",19,"R",2512,"R",3734,"R",77,"R",120,"R",392,"R",759,"R",107,"R",172,"R",3214,"R",4917,"R",77,"R",140,"R",41,"R",6246,"R",197,"R",1151,"R",279,"R",8131
141811,2,  1,"R",29,"R",48,"R",75,"R",65,"R",22,"R",19,"R",2512,"R",3734,"R",77,"R",120,"R",392,"R",759,"R",107,"R",172,"R",3214,"R",4917,"R",77,"R",140,"R",41,"R",6246,"R",197,"R",1151,"R",279,"R",8131
141839,1,999,"R",39,"R",63,"R",11,"R",7,"R",5,"R",10,"R",802,"R",1687,"R",30,"R",68,"R",423,"R",777,"R",30,"R",62,"R",1340,"R",2674,"R",102,"R",18,"R",15,"R",2489,"R",98,"R",1200,"R",92,"R",4014
141839,2,  1,"R",39,"R",63,"R",11,"R",7,"R",5,"R",10,"R",802,"R",1687,"R",30,"R",68,"R",423,"R",777,"R",30,"R",62,"R",1340,"R",2674,"R",102,"R",18,"R",15,"R",2489,"R",98,"R",1200,"R",92,"R",4014
141848,1,999,"R",1,"R",22,"Z",0,"R",3,"Z",0,"Z",0,"R",7,"R",178,"Z",0,"R",4,"R",2,"R",11,"Z",0,"R",15,"R",10,"R",233,"R",23,"R",3,"Z",0,"R",185,"R",4,"R",13,"R",15,"R",243
141848,2,  1,"R",1,"R",22,"Z",0,"R",3,"Z",0,"Z",0,"R",7,"R",178,"Z",0,"R",4,"R",2,"R",11,"Z",0,"R",15,"R",10,"R",233,"R",23,"R",3,"Z",0,"R",185,"R",4,"R",13,"R",15,"R",243
141857,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",153,"Z",0,"Z",0,"Z",0,"R",8,"R",2,"Z",0,"Z",0,"R",161,"R",2,"Z",0,"Z",0,"Z",0,"R",153,"Z",0,"R",10,"Z",0,"R",163
141857,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",153,"Z",0,"Z",0,"Z",0,"R",8,"R",2,"Z",0,"Z",0,"R",161,"R",2,"Z",0,"Z",0,"Z",0,"R",153,"Z",0,"R",10,"Z",0,"R",163
141936,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",5,"R",2,"Z",0,"R",16,"R",11,"Z",0,"Z",0,"R",20,"R",16,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",27,"Z",0,"R",36
141936,4,  3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",5,"R",2,"Z",0,"R",16,"R",11,"Z",0,"Z",0,"R",20,"R",16,"Z",0,"Z",0,"Z",0,"R",7,"R",2,"R",27,"Z",0,"R",36
141945,1,999,"R",2,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",54,"R",172,"Z",0,"R",1,"R",4,"R",4,"Z",0,"Z",0,"R",62,"R",179,"R",4,"R",2,"Z",0,"R",226,"R",1,"R",8,"Z",0,"R",241
141945,2,  1,"R",2,"R",2,"R",2,"Z",0,"Z",0,"Z",0,"R",54,"R",172,"Z",0,"R",1,"R",4,"R",4,"Z",0,"Z",0,"R",62,"R",179,"R",4,"R",2,"Z",0,"R",226,"R",1,"R",8,"Z",0,"R",241
141981,1,999,"R",1,"R",9,"R",10,"R",11,"R",2,"R",4,"R",220,"R",486,"R",8,"R",22,"R",83,"R",207,"Z",0,"R",2,"R",324,"R",741,"R",10,"R",21,"R",6,"R",706,"R",30,"R",290,"R",2,"R",1065
141981,2,  1,"R",1,"R",9,"R",10,"R",11,"R",2,"R",4,"R",220,"R",486,"R",8,"R",22,"R",83,"R",207,"Z",0,"R",2,"R",324,"R",741,"R",10,"R",21,"R",6,"R",706,"R",30,"R",290,"R",2,"R",1065
141990,1,999,"R",4,"R",7,"R",8,"R",15,"R",5,"R",9,"R",610,"R",1017,"R",15,"R",36,"R",221,"R",385,"R",8,"R",24,"R",871,"R",1493,"R",11,"R",23,"R",14,"R",1627,"R",51,"R",606,"R",32,"R",2364
141990,2,  1,"R",4,"R",7,"R",8,"R",15,"R",5,"R",9,"R",610,"R",1017,"R",15,"R",36,"R",221,"R",385,"R",8,"R",24,"R",871,"R",1493,"R",11,"R",23,"R",14,"R",1627,"R",51,"R",606,"R",32,"R",2364
142054,1,999,"Z",0,"Z",0,"R",5,"R",11,"R",1,"R",18,"R",2,"R",17,"R",7,"R",74,"R",72,"R",849,"R",2,"R",35,"R",89,"R",1004,"Z",0,"R",16,"R",19,"R",19,"R",81,"R",921,"R",37,"R",1093
142054,2,  1,"Z",0,"Z",0,"R",5,"R",11,"R",1,"R",18,"R",2,"R",17,"R",7,"R",74,"R",72,"R",849,"R",2,"R",35,"R",89,"R",1004,"Z",0,"R",16,"R",19,"R",19,"R",81,"R",921,"R",37,"R",1093
142090,1,999,"R",3,"Z",0,"R",2,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",2,"R",3,"R",91,"R",73,"R",12,"R",10,"R",111,"R",89,"R",3,"R",4,"R",1,"R",1,"R",5,"R",164,"R",22,"R",200
142090,2,  1,"R",3,"Z",0,"R",2,"R",2,"Z",0,"R",1,"R",1,"Z",0,"R",2,"R",3,"R",91,"R",73,"R",12,"R",10,"R",111,"R",89,"R",3,"R",4,"R",1,"R",1,"R",5,"R",164,"R",22,"R",200
142115,1,999,"R",145,"R",137,"R",194,"R",127,"R",104,"R",148,"R",270,"R",382,"R",580,"R",905,"R",9378,"R",11766,"R",902,"R",1167,"R",11573,"R",14632,"R",282,"R",321,"R",252,"R",652,"R",1485,"R",21144,"R",2069,"R",26205
142115,2,  1,"R",90,"R",92,"R",181,"R",111,"R",94,"R",131,"R",249,"R",334,"R",541,"R",829,"R",8247,"R",9339,"R",680,"R",664,"R",10082,"R",11500,"R",182,"R",292,"R",225,"R",583,"R",1370,"R",17586,"R",1344,"R",21582
142115,4,  3,"R",55,"R",45,"R",13,"R",16,"R",10,"R",17,"R",21,"R",48,"R",39,"R",76,"R",1131,"R",2427,"R",222,"R",503,"R",1491,"R",3132,"R",100,"R",29,"R",27,"R",69,"R",115,"R",3558,"R",725,"R",4623
142124,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",7,"R",1,"R",76,"Z",0,"Z",0,"R",1,"R",85,"Z",0,"Z",0,"R",1,"R",1,"R",7,"R",77,"Z",0,"R",86
142124,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",7,"R",1,"R",76,"Z",0,"Z",0,"R",1,"R",85,"Z",0,"Z",0,"R",1,"R",1,"R",7,"R",77,"Z",0,"R",86
142179,1,999,"Z",0,"Z",0,"R",1,"R",3,"R",4,"R",10,"R",4,"R",7,"R",21,"R",41,"R",505,"R",716,"R",63,"R",35,"R",598,"R",812,"Z",0,"R",4,"R",14,"R",11,"R",62,"R",1221,"R",98,"R",1410
142179,2,  1,"Z",0,"Z",0,"R",1,"R",3,"R",4,"R",10,"R",4,"R",7,"R",21,"R",41,"R",505,"R",716,"R",63,"R",35,"R",598,"R",812,"Z",0,"R",4,"R",14,"R",11,"R",62,"R",1221,"R",98,"R",1410
142276,1,999,"R",252,"R",191,"R",86,"R",41,"R",82,"R",161,"R",92,"R",140,"R",277,"R",408,"R",6461,"R",8682,"R",615,"R",965,"R",7865,"R",10588,"R",443,"R",127,"R",243,"R",232,"R",685,"R",15143,"R",1580,"R",18453
142276,2,  1,"R",139,"R",107,"R",81,"R",36,"R",74,"R",149,"R",70,"R",102,"R",255,"R",373,"R",5017,"R",6500,"R",529,"R",871,"R",6165,"R",8138,"R",246,"R",117,"R",223,"R",172,"R",628,"R",11517,"R",1400,"R",14303
142276,3,  2,"R",11,"R",8,"R",2,"R",3,"R",2,"Z",0,"R",10,"R",16,"R",2,"R",1,"R",128,"R",107,"R",13,"R",10,"R",168,"R",145,"R",19,"R",5,"R",2,"R",26,"R",3,"R",235,"R",23,"R",313
142276,4,  3,"R",102,"R",76,"R",3,"R",2,"R",6,"R",12,"R",12,"R",22,"R",20,"R",34,"R",1316,"R",2075,"R",73,"R",84,"R",1532,"R",2305,"R",178,"R",5,"R",18,"R",34,"R",54,"R",3391,"R",157,"R",3837
142285,1,999,"R",417,"R",307,"R",101,"R",40,"R",95,"R",106,"R",186,"R",144,"R",275,"R",292,"R",6914,"R",6745,"R",873,"R",931,"R",8861,"R",8565,"R",724,"R",141,"R",201,"R",330,"R",567,"R",13659,"R",1804,"R",17426
142285,2,  1,"R",147,"R",138,"R",76,"R",23,"R",65,"R",80,"R",136,"R",95,"R",207,"R",222,"R",4762,"R",4060,"R",463,"R",366,"R",5856,"R",4984,"R",285,"R",99,"R",145,"R",231,"R",429,"R",8822,"R",829,"R",10840
142285,3,  2,"Z",0,"R",1,"R",1,"R",3,"R",1,"R",2,"R",9,"R",6,"R",3,"R",3,"R",161,"R",105,"R",19,"R",6,"R",194,"R",126,"R",1,"R",4,"R",3,"R",15,"R",6,"R",266,"R",25,"R",320
142285,4,  3,"R",270,"R",168,"R",24,"R",14,"R",29,"R",24,"R",41,"R",43,"R",65,"R",67,"R",1991,"R",2580,"R",391,"R",559,"R",2811,"R",3455,"R",438,"R",38,"R",53,"R",84,"R",132,"R",4571,"R",950,"R",6266
142294,1,999,"R",7,"R",5,"R",3,"R",1,"R",2,"R",4,"R",10,"R",17,"R",17,"R",22,"R",255,"R",371,"R",64,"R",80,"R",358,"R",500,"R",12,"R",4,"R",6,"R",27,"R",39,"R",626,"R",144,"R",858
142294,2,  1,"R",7,"R",5,"R",3,"R",1,"R",2,"R",4,"R",10,"R",17,"R",17,"R",20,"R",251,"R",359,"R",64,"R",77,"R",354,"R",483,"R",12,"R",4,"R",6,"R",27,"R",37,"R",610,"R",141,"R",837
142294,4,  3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",4,"R",12,"Z",0,"R",3,"R",4,"R",17,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",16,"R",3,"R",21
142328,1,999,"R",115,"R",80,"R",19,"R",10,"R",81,"R",154,"R",19,"R",23,"R",95,"R",107,"R",1450,"R",2383,"R",131,"R",158,"R",1910,"R",2915,"R",195,"R",29,"R",235,"R",42,"R",202,"R",3833,"R",289,"R",4825
142328,2,  1,"R",115,"R",80,"R",19,"R",10,"R",81,"R",154,"R",19,"R",23,"R",95,"R",107,"R",1450,"R",2383,"R",131,"R",158,"R",1910,"R",2915,"R",195,"R",29,"R",235,"R",42,"R",202,"R",3833,"R",289,"R",4825
142337,1,999,"Z",0,"Z",0,"R",14,"R",3,"R",8,"R",4,"R",16,"R",2,"R",66,"R",30,"R",584,"R",192,"R",24,"R",3,"R",712,"R",234,"Z",0,"R",17,"R",12,"R",18,"R",96,"R",776,"R",27,"R",946
142337,2,  1,"Z",0,"Z",0,"R",14,"R",3,"R",8,"R",4,"R",16,"R",2,"R",66,"R",30,"R",584,"R",192,"R",24,"R",3,"R",712,"R",234,"Z",0,"R",17,"R",12,"R",18,"R",96,"R",776,"R",27,"R",946
142407,1,999,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",29,"R",1,"R",40,"Z",0,"Z",0,"R",1,"R",73,"R",2,"Z",0,"Z",0,"R",2,"R",29,"R",41,"Z",0,"R",74
142407,2,  1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",29,"R",1,"R",40,"Z",0,"Z",0,"R",1,"R",73,"R",2,"Z",0,"Z",0,"R",2,"R",29,"R",41,"Z",0,"R",74
142416,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",28,"Z",0,"Z",0,"R",2,"R",28,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",30
142416,2,  1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",28,"Z",0,"Z",0,"R",2,"R",28,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",30
142443,1,999,"Z",0,"Z",0,"R",10,"R",8,"R",30,"R",72,"R",20,"R",28,"R",32,"R",63,"R",1248,"R",2209,"R",827,"R",1185,"R",2167,"R",3565,"Z",0,"R",18,"R",102,"R",48,"R",95,"R",3457,"R",2012,"R",5732
142443,2,  1,"Z",0,"Z",0,"R",10,"R",8,"R",30,"R",72,"R",20,"R",28,"R",32,"R",63,"R",1248,"R",2209,"R",827,"R",1185,"R",2167,"R",3565,"Z",0,"R",18,"R",102,"R",48,"R",95,"R",3457,"R",2012,"R",5732
142461,1,999,"R",10,"R",6,"R",9,"R",12,"R",3,"R",7,"R",14,"R",10,"R",13,"R",28,"R",581,"R",915,"R",127,"R",148,"R",757,"R",1126,"R",16,"R",21,"R",10,"R",24,"R",41,"R",1496,"R",275,"R",1883
142461,2,  1,"R",7,"R",4,"R",5,"R",10,"R",2,"R",6,"R",12,"R",6,"R",8,"R",22,"R",374,"R",633,"R",115,"R",137,"R",523,"R",818,"R",11,"R",15,"R",8,"R",18,"R",30,"R",1007,"R",252,"R",1341
142461,4,  3,"R",3,"R",2,"R",4,"R",2,"R",1,"R",1,"R",2,"R",4,"R",5,"R",6,"R",207,"R",282,"R",12,"R",11,"R",234,"R",308,"R",5,"R",6,"R",2,"R",6,"R",11,"R",489,"R",23,"R",542
142489,1,999,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",12,"R",3,"R",122,"Z",0,"Z",0,"R",3,"R",139,"R",1,"Z",0,"R",4,"Z",0,"R",12,"R",125,"Z",0,"R",142
142489,2,  1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",12,"R",3,"R",122,"Z",0,"Z",0,"R",3,"R",139,"R",1,"Z",0,"R",4,"Z",0,"R",12,"R",125,"Z",0,"R",142
142522,1,999,"R",291,"R",242,"R",27,"R",50,"R",42,"R",63,"R",110,"R",162,"R",226,"R",309,"R",7963,"R",9556,"R",17,"R",6,"R",8676,"R",10388,"R",533,"R",77,"R",105,"R",272,"R",535,"R",17519,"R",23,"R",19064
142522,2,  1,"R",291,"R",242,"R",27,"R",50,"R",42,"R",63,"R",110,"R",162,"R",226,"R",309,"R",7963,"R",9556,"R",17,"R",6,"R",8676,"R",10388,"R",533,"R",77,"R",105,"R",272,"R",535,"R",17519,"R",23,"R",19064
142559,1,999,"R",152,"R",180,"R",33,"R",19,"R",30,"R",62,"R",30,"R",54,"R",238,"R",519,"R",3095,"R",6299,"R",150,"R",344,"R",3728,"R",7477,"R",332,"R",52,"R",92,"R",84,"R",757,"R",9394,"R",494,"R",11205
142559,2,  1,"R",152,"R",180,"R",33,"R",19,"R",30,"R",62,"R",30,"R",54,"R",238,"R",519,"R",3095,"R",6299,"R",150,"R",344,"R",3728,"R",7477,"R",332,"R",52,"R",92,"R",84,"R",757,"R",9394,"R",494,"R",11205
142832,1,999,"Z",0,"Z",0,"R",14,"R",37,"R",1,"Z",0,"R",4,"R",17,"R",11,"R",17,"R",87,"R",263,"R",18,"R",52,"R",135,"R",386,"Z",0,"R",51,"R",1,"R",21,"R",28,"R",350,"R",70,"R",521
142832,4,  3,"Z",0,"Z",0,"R",14,"R",37,"R",1,"Z",0,"R",4,"R",17,"R",11,"R",17,"R",87,"R",263,"R",18,"R",52,"R",135,"R",386,"Z",0,"R",51,"R",1,"R",21,"R",28,"R",350,"R",70,"R",521
142869,1,999,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",65,"Z",0,"Z",0,"R",1,"R",69,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",65,"Z",0,"R",70
142869,2,  1,"Z",0,"Z",0,"R",1,"R",2,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"R",65,"Z",0,"Z",0,"R",1,"R",69,"Z",0,"R",3,"Z",0,"R",1,"R",1,"R",65,"Z",0,"R",70
142878,1,999,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"Z",0,"Z",0,"R",23,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"R",23
142878,2,  1,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"Z",0,"Z",0,"R",23,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"R",22,"Z",0,"R",23
142887,1,999,"R",1,"R",2,"R",32,"R",14,"Z",0,"Z",0,"R",12,"R",10,"R",70,"R",31,"R",156,"R",123,"R",8,"Z",0,"R",279,"R",180,"R",3,"R",46,"Z",0,"R",22,"R",101,"R",279,"R",8,"R",459
142887,2,  1,"R",1,"R",2,"R",32,"R",14,"Z",0,"Z",0,"R",11,"R",8,"R",68,"R",29,"R",151,"R",119,"Z",0,"Z",0,"R",263,"R",172,"R",3,"R",46,"Z",0,"R",19,"R",97,"R",270,"Z",0,"R",435
142887,4,  3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",2,"R",2,"R",2,"R",5,"R",4,"R",8,"Z",0,"R",16,"R",8,"Z",0,"Z",0,"Z",0,"R",3,"R",4,"R",9,"R",8,"R",24
143048,1,999,"R",131,"R",380,"R",34,"R",53,"R",7,"R",16,"R",76,"R",188,"R",92,"R",104,"R",626,"R",1036,"R",27,"R",82,"R",993,"R",1859,"R",511,"R",87,"R",23,"R",264,"R",196,"R",1662,"R",109,"R",2852
143048,2,  1,"R",90,"R",291,"R",30,"R",39,"R",7,"R",14,"R",68,"R",166,"R",77,"R",91,"R",492,"R",785,"R",17,"R",56,"R",781,"R",1442,"R",381,"R",69,"R",21,"R",234,"R",168,"R",1277,"R",73,"R",2223
143048,4,  3,"R",41,"R",89,"R",4,"R",14,"Z",0,"R",2,"R",8,"R",22,"R",15,"R",13,"R",134,"R",251,"R",10,"R",26,"R",212,"R",417,"R",130,"R",18,"R",2,"R",30,"R",28,"R",385,"R",36,"R",629
143075,1,999,"Z",0,"Z",0,"R",100,"R",605,"Z",0,"Z",0,"R",8,"R",3,"R",18,"R",160,"R",4,"R",20,"Z",0,"Z",0,"R",130,"R",788,"Z",0,"R",705,"Z",0,"R",11,"R",178,"R",24,"Z",0,"R",918
143075,2,  1,"Z",0,"Z",0,"R",100,"R",605,"Z",0,"Z",0,"R",8,"R",3,"R",18,"R",160,"R",4,"R",20,"Z",0,"Z",0,"R",130,"R",788,"Z",0,"R",705,"Z",0,"R",11,"R",178,"R",24,"Z",0,"R",918
143084,1,999,"R",9,"R",14,"R",22,"R",31,"R",2,"R",5,"R",23,"R",35,"R",31,"R",45,"R",936,"R",1284,"R",1,"R",1,"R",1024,"R",1415,"R",23,"R",53,"R",7,"R",58,"R",76,"R",2220,"R",2,"R",2439
143084,2,  1,"R",9,"R",14,"R",22,"R",31,"R",2,"R",5,"R",23,"R",35,"R",31,"R",45,"R",936,"R",1284,"R",1,"R",1,"R",1024,"R",1415,"R",23,"R",53,"R",7,"R",58,"R",76,"R",2220,"R",2,"R",2439
143118,1,999,"R",4,"R",7,"R",113,"R",342,"R",5,"R",11,"R",35,"R",84,"R",141,"R",408,"R",1374,"R",4156,"R",383,"R",2052,"R",2055,"R",7060,"R",11,"R",455,"R",16,"R",119,"R",549,"R",5530,"R",2435,"R",9115
143118,2,  1,"R",2,"R",5,"R",74,"R",222,"R",1,"R",5,"R",19,"R",43,"R",63,"R",193,"R",590,"R",991,"R",7,"R",7,"R",756,"R",1466,"R",7,"R",296,"R",6,"R",62,"R",256,"R",1581,"R",14,"R",2222
143118,4,  3,"R",2,"R",2,"R",39,"R",120,"R",4,"R",6,"R",16,"R",41,"R",78,"R",215,"R",784,"R",3165,"R",376,"R",2045,"R",1299,"R",5594,"R",4,"R",159,"R",10,"R",57,"R",293,"R",3949,"R",2421,"R",6893
143181,1,999,"Z",0,"Z",0,"R",5,"R",23,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",4,"R",5,"R",73,"Z",0,"R",1,"R",10,"R",106,"Z",0,"R",28,"Z",0,"R",5,"R",4,"R",78,"R",1,"R",116
143181,2,  1,"Z",0,"Z",0,"R",5,"R",23,"Z",0,"Z",0,"Z",0,"R",5,"Z",0,"R",4,"R",5,"R",73,"Z",0,"R",1,"R",10,"R",106,"Z",0,"R",28,"Z",0,"R",5,"R",4,"R",78,"R",1,"R",116
143215,1,999,"R",3,"R",14,"R",1838,"R",3353,"R",67,"R",80,"R",167,"R",323,"R",309,"R",377,"R",9360,"R",9965,"Z",0,"Z",0,"R",11744,"R",14112,"R",17,"R",5191,"R",147,"R",490,"R",686,"R",19325,"Z",0,"R",25856
143215,2,  1,"R",3,"R",14,"R",1838,"R",3353,"R",67,"R",80,"R",167,"R",323,"R",309,"R",377,"R",9360,"R",9965,"Z",0,"Z",0,"R",11744,"R",14112,"R",17,"R",5191,"R",147,"R",490,"R",686,"R",19325,"Z",0,"R",25856
143233,1,999,"Z",0,"R",1,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",1,"R",44,"R",46,"R",5,"R",4,"R",50,"R",54,"R",1,"R",2,"Z",0,"Z",0,"R",2,"R",90,"R",9,"R",104
143233,3,  2,"Z",0,"R",1,"Z",0,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",28,"R",31,"R",3,"R",3,"R",31,"R",36,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",59,"R",6,"R",67
